Sl.,Course,Course Title,No. of,Pricing,,Sl.,Course,Course Title,No. of,Pricing,
No.,Code,,Blocks,in Rs.,,No.,Code,,Blocks,in Rs.,
,,,,English,Hindi,,,,,English,Hindi
146. BPCE-021,Forensic Psychology,,4,,-,,170. MPCE-014/,,,,
,,,,,,,24/34,Handbook on Practicum,,,
147. BPC-001,General Psychology,,4,575.00,-,,,in M.A. - IInd Year,1,125.00,-
148. BPC-002,Developmental Psychology,,4,450.00,-,,171. MANI-001,Anthropology and Methods,,,
149. BPC-003,Research Methods in,,,,,,,of Research,6,925.00,-
,Psychology,,4,525.00,-,,172. MANI-002,PhysicalAnthropology,8,975.00,-
150. MPC-001,"Cognitive Psychology,",,,,,,173. MAN-001,SocialAnthoropology,7,925.00,-
,Learning and Memory,,4,550.00,-,,,,,,
,,,,,,,174. MAN-002,Archaeological Anthoropology,8,1100.00,-
,,,,,,7,,,,,

Contd. from pre page,,,,,,,,,,,,
Sl.,Course,Course Title,No. of,Pricing,,Sl.,Course,Course Title,No. of,,Pricing,
No.,Code,,Blocks,in Rs.,,No.,Code,,Blocks,,in Rs.,
,,,,English,Hindi,,,,,,English,Hindi
175. MANI-003,,PracticingAnthropology,8,1025.00,-,4.,MTM-4 Information Management,,,,,
,,,,,,,,Systems and Tourism,,1,475.00,-
176. MANE-001 Human Genetics,,,7,1025.00,-,,,,,,,
,,,,,,5.,MTM-7,Managing Sales and,,,,
177. MANE-002 Human Growth and,,,,,,,,Promotion in Tourism,,1,575.00,-
,,Development,8,975.00,-,,,,,,,
,,,,,,6.,MTM-8 Managing Entrepreneurship,,,,,
178. MANE-003 Comparative Ethnography,,,8,1025.00,-,,,and Small Business in Tourism 1,,,425.00,-
179. MANE-004 Gender and Society,,,8,1100.00,-,7.,MTM-9 Understanding Tourism,,,,,
180. MANE-005 EnvironmentalAnthropology,,,8,1050.00,-,,,Markets,,1,425.00,-
181. BLI-221,,"Library, Information and",,,,8.,MTM-10 Tourism Impacts,,,1,400.00,-
,,Society,4,875.00,-,9.,MTM-11 Tourism Planning and,,,,,
182. BLI-222,,Information Sources and,,,,,,Development,,1,250.00,-
,,Services,4,800.00,-,10.,MTM-12 Tourism Products: Design,,,,,
183. BLI-223,,Organising and Managing,,,,,,and Development,,1,400.00,-
,,Information,4,900.00,-,11.,MTM-13 Tourism Operations,,,1,350.00,-
184. BLI-224,,ICT Fundamentals,4,1350.00,-,12.,MTM-14 Tourist Transport,,,,,
185. BLI-225,,Communication Skills,5,775.00,-,,,Management (Road Transport)1,,,400.00,-
186. BLIE-226,,Management of Library,,,,13.,"MTM-15 Meetings, Incentives,",,,,,
,,and Information Centre,4,800.00,-,,,Conferences and Expositions,,1,225.00,-
187. BLIE-227,,Document Processing Practice 4,,625.00,-,14.,MTM-16 Dissertation Guide,,,1,100.00,-
188. BLIE-228,,Information Products,,,,15.,TS-01,Foundation Course in Tourism 9,,,1625.00,1725.00
,,and Services,4,800.00,-,,,i;Vu ea vk/kkj ikB;de,,,,
189. BLIE-229,,ICAT in Libraries,2,750.00,-,16.,TS-02,Tourism Development:,,8,1425.00,1500.00
,,,,,,,,"Products, Operations and",,,,
190. BLII-011,,Libraries : An Introduction,1,300.00,-,,,Case Studies,,,,
,,,,,,,,i;Vu fodkl% mRikn],,,,
191. BLII-012,,Document Processing and,,,,,,lpkyu vkSj fLFkfr v/;;u,,,,
,,Organisation,1,400.00,-,,,,,,,
,,,,,,17.,TS-03,Management in Tourism,,8,875.00,975.00
192. BLII-013,,Information Sources and,,,,,,i;Vu ea izca/ku,,,,
,,Library Services,1,625.00,-,,,,,,,
,,,,,,18.,TS-04,Indian Culture: Perspective,,,,
193. BLII-014,,ICT in Libraries,1,550.00,-,,,for Tourism,,,,
,,,,,,,,Hkkjrh; lLdfr i;Vu,,9,1150.00,1225.00
,,,,,,,,"ifjf’k""V",,,,
,SCHOOL OF TOURISM AND HOSPITALITY,,,,,,,,,,,
,,,,,,19.,TS-05,"Ecology, Environment and",,,,
,SERVICE MANAGEMENT (SOTHSM),,,,,,,and Tourism,,,,
,,,,,,,,ifjfLFkfrdh],i;koj.k,9,1050.00,1200.00
1.,MTM-1,Management Functions and,,,,,,,,,,
,,Behaviour in Tourism,1,450.00,-,,,vkSj i;Vu,,,,
,,,,,,20.,TS-06,Tourism Marketing,,,,
2.,MTM-2,Human Resource Planning,,,,,,,,,,
,,and Development in Tourism,1,425.00,-,,,i;Vu foi.ku,,8,775.00,825.00
,,,,,,21.,TS-07,Human Resource,,,,
3.,MTM-3,Managing Personnel in,,,,,,,,,,
,,,,,,,,Development,,,,
,,Tourism,1,350.00,,,,,,,,
,,,,,-,,,( ekuo Sansadhan Vikas),,2,450.00,600.00
,,,,,,8,,,,,,

Contd. from pre page,,,,,,,,,,,
Sl.,Course,Course Title,No. of,Pricing,,Sl.,Course,Course Title,No. of,Pricing,
No.,Code,,Blocks,in Rs.,,No.,Code,,Blocks,in Rs.,
,,,,English,Hindi,,,,,English,Hindi
22.,"PTS-4,",Project Work,1,75.00,75.00,15.,LSE-01,Cell Biology,4,700.00,775.00
,"5,6",Diploma in Tourism Studies,,,,,,dkf’kdk tfodh,,,
,,Bachelor in Tourism Studies,,,,,,,,,
,,i;koj.k v/;;u ea fMIykek,,,,16.,LSE-02,Ecology,4,650.00,725.00
,,o Lukrd dk;Øe,,,,,,ikfjfLFkfrdh,,,
,,,,,,17.,LSE-03,Genetics,4,900.00,975.00
,,,,,,,,vkuokf’kdh,,,
,,SCHOOL OF SCIENCES (SOS),,,,,,,,,
,,,,,,18.,LSE-04,Laboratory Course-I,1,350.00,375.00
1.,FST-01,Foundation Course in,,,,,(L),iz;kx’kkyk ikB;Øe,,,
,,Science and Technology,,,,,,,,,
,,"foKku ,oa izkS|kfxdh ea",,,,19.,LSE-05,Physiology,4,700.00,825.00
,,vk/kkj ikB;Øe,8,1100.00,1175.00,,,fQft;kykth,,,
2.,OMT-101,Preparatory Course in,4,800.00,900.00,20.,LSE-06,Development Biology,4,900.00 1075.00,
,,General Mathematics,,,,,,ifjo/ku thofoKku,,,
,,lkekU; xf.kr ea izkjfHkd,,,,21.,LSE-07,Taxonomy and Evolution,4,575.00,675.00
,,ikB~;Øe,,,,,,ofxdh rFkk fodkl,,,
3.,CHE-01,Atoms and Molecule,2,350.00,400.00,22.,LSE-08,Laboratory Course-II,1,250.00,275.00
,,ijek.kq vkSj v.kq,,,,,(L),iz;kx’kkyk ikB;Øe-II,,,
4.,CHE-02,Inorganic Chemistry,4,575.00,650.00,23.,LSE-09,Animal Diversity-I,4,975.00 1200.00,
,,vdkcZfud jlk;u,,,,,,izk.kh fofo/krk-I,,,
5.,CHE-03,Chemistry Lab-I,2,225.00,250.00,24.,LSE-10,Animal Diversity-II,,,
,(L),jlk;u iz;kx’kkyk -I,,,,,,izk.kh fofo/krk -II,4,1325.00 1525.00,
6.,CHE-04,Physical Chemistry,5,800.00,925.00,25.,LSE-11,Animal Diversity Lab,2,1175.00 1400.00,
,,HkkSfrdh jlk;u,,,,,(L),izk.kh fofo|rk,,,
7.,CHE-05,Organic Chemistry,4,850.00,875.00,,,iz;kx’kkyk,,,
,,dkcZfud jlk;u,,,,,,ikB;Øe 2,,,
8.,CHE-06,Organic Reaction Mechanism4,,650.00,700.00,26.,LSE-12,Plant Diversity-I,5,775.00,875.00
,,dkcZfud vfHkfØ;kvka dh,,,,,,ikni fofo/krk -I,,,
,,fØ;kfof/k,,,,27.,LSE-13,Plant Diversity-II,5,1375.00 1675.00,
9.,CHE-07,Chemistry Lab-II,2,250.00,250.00,,,ikni fofo/krk-II,,,
,(L),jlk;u iz;kx’kkyk -II,,,,28.,LSE-14 (L),Plant Diversity Laboratory,5,1275.00 1350.00,
10.,CHE-08,Chemistry Lab-III,2,200.00,225.00,,,ikni fofo/krk iz;kx’kkyk,,,
,(L),jlk;u iz;kx’kkyk -III,,,,29.,ACE,Appreciation Course on,3,950.00 1000.00,
11.,CHE-09,Biochemistry,4,600.00,625.00,,,Environment,,,
,,tSo jlk;u,,,,,,i;koj.k ifjck/k ikB~;Øe,,,
12. CHE-10,,Spectroscopy,4,575.00,600.00,30.,BAQL-001,Freshwater Aquaculture,1,450.00,-
,,LiDVafedh,,,,,,Lab,,,
13.,CHE-11,Chemistry Lab-IV,4,500.00,525.00,31.,BAQL-002,CoastalAquaculture Lab,1,500.00,-
,(L),jlk;u iz;kx’kkyk -IV,,,,32.,BLS-001,Basics ofAquaculture,6,1400.00,-
14.,CHE-12,Chemistry Lab-V,1,200.00,225.00,33.,BAQ-002,Freshwater Aquaculture,6,1525.00,-
,(L),jlk;u iz;kx’kkyk-V,,,,,,,,,
,,,,,,34.,BAQ-003,CostalAquaculture,5,1400.00,-
,,,,,,9,,,,,

Contd. from pre page,,,,,,,,,,,
Sl.,Course,Course Title,No. of,Pricing,,Sl.,Course,Course Title,No. of,Pricing,
No.,Code,,Blocks,in Rs.,,No.,Code,,Blocks,in Rs.,
,,,,English,Hindi,,,,,English,Hindi
35.,LMT-01,Learning Mathematics,8,725.00,775.00,51.,PHE-12,Physics Laboratory-III,,,
,,xf.kr lh[kus ds fofHkUu igyw,,,,,(L),HkkSfrdh iz;kx’kkyk -III,2,250.00,275.00
36.,LT-01,Good Laboratory Practices,5,1000.00 1050.00,,52.,PHE-13,Physics of Solids,4,650.00,700.00
,,mÙke iz;kx’kkyk i)fr;k¡,,,,,,?ku voLFkk HkkSfrdh,,,
37.,LT-02,Laboratory Techniques in,,,,53.,PHE-14,Mathematical Method in,,,
,,Biology,3,575.00,625.00,,,Physics-III,,,
,,thofoKku ea iz;kx’kkyk,,,,,,HkkSfrdh ea xf.krh; fof/k;k¡ -III4,,750.00,850.00
,,rduhdsa,,,,,,,,,
,,,,,,54.,PHE-15,Astronomy andAstrophysics,,,
38.,LT-03,Laboratory Techniques in,4,675.00,675.00,,,[kxkfydh vkSj [kxky,,,
,,Chemistry,,,,,,HkkSfrdh,4,850.00,950.00
,,jlk;u ea iz;kx’kkyk,rduhda,,,,,,,,
,,,,,,55.,PHE-16,Communication Physics,,,
39.,LT-04,Laboratory Techniques in,2,550.00,600.00,,,lpkj HkkSfrdh,4,825.00,900.00
,,Physics,,,,,,,,,
,,HkkSfrdh ea iz;kx’kkyk,,,,56.,MED-001,Understanding the,4,1400.00,
,,rduhdsa,,,,,,Environment,,,
40.,BPHE-101,Elementary Mechanics,3,2025.00 2025.00,,57.,MED-002,Sustainable Development:,4,1025.00,
,,izkjfHkd ;kf=dh,,,,,,Issues and Challenges,,,
41.,BPHE-102,Oscillations and Waves,2,1250.00 1300.00,,58.,MED-003,Energy and Environment,4,1225.00,
,,nkyu vkSj rjxa,,,,,,,,,
,,,,,,59.,MED-004,Towards Participatory,,,
42.,BPHL-103,Physics Laboratory-I,2,475.00,450.00,,,Management,4,1000.00,
,,HkkSfrdh iz;kx'kkyk -I,,,,,,,,,
,,,,,,60.,MED-005,Integrated Environmental,,,
43.,PHE-04,Mathematical Methods,,,,,,Management: Urban,,,
,,in Physics-I,,,,,,and Rural,4,1025.00,
,,HkkSfrdh ea xf.krh; fof/k;k¡ -I2,,375.00,400.00,,,,,,
,,,,,,61.,MED-006,Natural Resources,,,
44.,PHE-05,Mathematical Methods in,2,350.00,400.00,,,Management: Physical,,,
,,Physics-II,,,,,,& Biotic,3,950.00,
,,HkkSfrdh ea xf.krh; fof/k;k¡ -II,,,,,,,,,
,,,,,,62.,MED-007,Agriculture and,,,
45.,PHE-06,Thermodynamics and,4,550.00,600.00,,,Environment,4,1450.00,
,,Statistical Mechanics,,,,,,,,,
,,"m""ek xfrdh rFkk",,,,63.,MED-008,Globalisation and,,,
,,lkf[;dh ;kf=dh,,,,,,Environment,3,800.00,
46.,PHE-07,Electric and Magnetic,,,,64.,APM-01,Integrated Pest,,,
,,Phenomena,4,675.00,725.00,,,Management,5,1100.00 1250.00,
,,"oS|qr,oa pEcdh; ifj?kVuk,¡",,,,,,lekdfyr ihMd izca/ku,,,
47. PHE-08,,Physics Laboratory-II,1,275.00,275.00,65.,AOR-01,Operations Research,4,650.00,700.00
,(L),HkkSfrdh iz;kx’kkyk -II,,,,,,lfØ;k foKku,,,
48.,PHE-09,Optics,4,525.00,600.00,66.,MTE-01,Calculus,4,700.00,775.00
,,izdkf’kdh,,,,,,dyu,,,
49.,PHE-10,Electrical Circuits and,,,,67.,MTE-02,Linear Algebra,4,625.00,700.00
,,Electronics,4,625.00,675.00,,,jSf[kd chtxf.kr,,,
,,fo|r ifjiFk vkSj byDVafudh,,,,,,,,,
,,,,,,68.,MTE-03,Mathematical Methods,4,650.00,750.00
50.,PHE-11,Modern Physics,,,,,,xf.krh; fof/k;k¡,,,
,,vk/kfud HkkSfrdh,4,550.00,700.00,,,,,,
,,,,,,10,,,,,

Contd. from pre page,,,,,,,,,,,,
Sl.,Course,Course Title,No. of,,Pricing,,Sl.,Course,Course Title,No. of,Pricing,
No.,Code,,Blocks,,in Rs.,,No.,Code,,Blocks,in Rs.,
,,,,,English,Hindi,,,,,English,Hindi
69.,MTE-04,ElementaryAlgebra,,2,275.00,325.00,89.,MMT-005,ComplexAnalysis,1,325.00,-
,,izkjfHkd chtxf.kr,,,,,,,,,,
,,,,,,,90.,MMT-006,FunctionalAnalysis,1,200.00,-
70.,MTE-05,Analytical Geometry,,3,400.00,400.00,,,,,,
,,"oS’yf""kd T;kfefr",,,,,91.,MMT-007,Differential Equations and,4,875.00,-
,,,,,,,,,Numerical Solutions,,,
71. MTE-06,,Abstract Algebra,,4,450.00,525.00,,,,,,
,,verZ chtxf.kr,,,,,92.,MMT-008,Probability and Statistics,8,1275.00,-
72. MTE-07,,Advanced Calculus,,4,650.00,700.00,93.,MMT-009,Mathematical,2,675.00,-
,,mPpLrjh; dyu,,,,,,,Modelling,,,
73. MTE-08,,Differential Equations,,4,725.00,775.00,94.,MESE-001,Teaching & Learning of,,,
,,vody lehdj.k,,,,,,,Mathematics,5,,
74.,MTE-09,RealAnalysis,,,,,95.,MESE-002,Exploring Physics in,,,
,,"okLrfod fo’y""k.k",,5,675.00,725.00,,,Classroom,6,,
75.,MTE-10,NumericalAnalysis,,,,,96.,MESE-003,Biology Teaching,6,,
,,"Lk[;kRed fo’y""k.k",,4,575.00,600.00,97.,MESE-004,Chemistry Teaching,6,,
76.,MTE-11,Probability and Statistics,,4,700.00,775.00,98.,MCHL-001,BasicAnalytical,,,
,,izkf;drk vkSj lkf[;dh,,,,,,,Chemistry Lab,1,200.00,-
77.,MTE-12,Linear Programming,,4,725.00,700.00,99.,MCHL-002,Separation Methods Lab,1,175.00,
,,jSf[kd izkxkeu,,,,,100. MCHL-003,,Spectroscopic Method Lab,1,275.00,
78.,MTE-13,Discrete Mathematics,,4,575.00,625.00,101. MCHL-004,,Elecroanalytical and,,,
,,fofoDr xf.kr,,,,,,,Other Methods Lab,1,150.00,
79.,MTE-14,Mathematical Modelling,,4,650.00,750.00,102. MST-001,,Foundation in Mathematics,,,
,,xf.krh; fun’ku,,,,,,,Staistics,4,800.00,
80,NEV-001,An Introduction to the,,2,875.00,925.00,103. MST-002,,Descriptive Statistics,4,650.00,
,,Environment,,,,,104. MST-003,,Probability Theory,4,700.00,
,,i;koj.k dk,ifjpk;d,,,,,,,,,
,,,,,,,105. MST-004,,Statistical Inference,4,925.00,
81.,AHE-1,Human Environment,,6,875.00,975.00,,,,,,
,,ekuo i;koj.k,,,,,106. MST-005,,Statistical Techniques,4,675.00,
82.,AST-01,Statistical Techniques,,4,675.00,725.00,107. MSTE-001,,Industrial Statistics-I,4,900.00,
,,Lkkf[;dh; rduhd,,,,,,,,,,
,,,,,,,108. MSTE-002,,Industrial Statistics II,4,775.00,
83.,AEC-1,Environmental Chemistry,,7,1175.00 1325.00,,,,,,,
,,i;koj.k jlk;u,,,,,109. MGY-001,,Introduction to,,,
,,,,,,,,,Geoinformatics,4,1275.00,
84.,AMT-01,Teaching of Primary School,,,,,,,,,,
,,Mathematics,,5,650.00,750.00,110. MGY-002,,Sensing and Image,,,
,,izkbZejh Ldyh xf.kr,,,,,,,Interpretation,4,1100.00,
,,fl[kkus ds rjhda,,,,,111. MGY-003,,Global Satellite,,,
85.,MMT-001,Programming and Data,,5,875.00,-,,,System and Geographic,,,
,,Structures,,,,,,,Information System,4,925.00,
86.,MMT-002,Linear Algebra,,2,300.00,-,112. MBI-001,,Introduction to Life Science,4,1450.00,
87.,MMT-003,Algebra,,1,225.00,-,113. MBI-002,,,4,1125.00,
88.,MMT-004,RealAnalysis,,3,575.00,-,114. MBI-003,,Essentials of Bioinformatics,4,900.00,
,,,,,,,11,,,,,

Contd. from pre page,,,,,,,,,,,
Sl.,Course,Course Title,No. of,Pricing,,Sl.,Course,Course Title,No. of,Pricing,
No.,Code,,Blocks,in Rs.,,No.,Code,,Blocks,in Rs.,
,,,,English,Hindi,,,,,English,Hindi
115. MBI-004,,Bioinformatics,1,325.00,,18.,ET-502 (A) Strength of Materials,,3,550.00,-
116. MCH-001,,BasicAnalytical Chemistry,5,1050.00,,19.,ET-502 (B) Structural Analysis,,4,750.00,-
117. MCH-002,,Separation Methods,5,1200.00,,20.,ET-501 (A) Soil Mechanics,,2,350.00,-
118. MCH-003,,Spectroscopic Methods,5,1300.00,,21.,ET-581 (F) Mechanical Equipment in,,,,
,,,,,,,,Construction,2,325.00,
119. MCH-004,,Electroanalytical and,,,,,,,,,
,,other methods,5,1100.00,,22.,ET-505,Transportation and Traffic,,,
,,,,,,,,Engineering,5,1275.00,-
120. BLS-001,,Basics ofAquaculture,6,1400.00,,,,,,,
,,,,,,23.,ET-507 (A) Pollutants and Water Supply,,4,1075.00,-
121. MSTL-001,,Basics Statistics Lab,1,900.00,,,,,,,
,,,,,,24.,ET-508 (A) Structural Design-I,,4,1175.00,-
122. MSTL-002,,Industrial Statistics Lab,1,800.00,,,,,,,
,,,,,,25.,ET-508 (B) Structural Design-II,,3,625.00,-
,,,,,,26.,ET-521 (A) Planning & Construction of,,,,
,SCHOOL OF ENGINEERING &,,,,,,Buildings,,2,375.00,-
,,TECHNOLOGY (SOET),,,,,,,,,
,,,,,,27.,ET-521 (B) BuildingArchitecture,,2,325.00,-
1.,ET-101,(A)Mathematics-I,4,1275.00,,28.,ET-521 (C) Design Detailing,,2,600.00,-
2.,ET-101,(B)Mathematics-II,3,625.00,,29.,ET-521 (D) Quantity Surveying &,,,,
3.,ET-102,Mathematics-III,4,,,,,Valuation,3,725.00,-
4.,ET-105,(A) Physics,5,925.00,,30.,ET-522,Concrete Technology and,,,
,,,,,,,,Construction Techniques,4,550.00,
5.,ET-105,(B) Chemistry,5,1275.00,,,,,,,
,,,,,,31.,ET-524(A)/ Principles of Engineering,,,700.00,
6.,ET-201 (A) Mechanics of Fluids,,4,675.00,,,534(A),Management and Economics 4,,,-
7.,ET-202 (A) Engineering Mechanics,,3,900.00,,32.,ET-524 (B) Construction Management-I,,3,675.00,-
8.,ET-202 (B) Principles of Electrical,,,,,33.,ET-525,Construction Management-II,7,1500.00,-
,,Sciences,4,1200.00,,,,,,,
,,,,,,34.,ET-540 (B) Flow in Open Channel,,2,250.00,-
9.,ET-201 (B) Engineering,,,,,,,,,,
,,Thermodynamics,4,750.00,,35.,ET-523 (A) Construction Works,,,,
,,,,,,,,Supervision,3,650.00,-
10.,ET-204 (A) Materials Science,,2,300.00,,,,,,,
,,,,,,36.,ET-523 (B) Operation and Maintenance,,,,
11.,ET-204,(B) Engineering Materials,2,350.00,,,,of Construction Equipment,3,425.00,-
12.,ET-302,(B) Computer Programming,1,200.00,,37.,ET-523 (C) Repair and Maintenance of,,,,
,,,,,,,,Buildings,3,525.00,-
,,& Numerical Methods,,,,,,,,,
,,,,,,38.,ET-581 (A) Testing for Quality Control,,2,275.00,-
13.,ET-301(A)/ Systems Methods,,3,625.00,534 (B),,,,,,
,,,,,,39.,BME-001,Engineering Mathematics,4,1225.00,-
14.,ET-302 (A) Computer Programming and,,,,,,,,,,
,,Numerical Methods,3,1125.00,-,40.,BME-002,Computer Aided Design,2,500.00,-
15.,ET-301 (B) Computer Applications,,2,275.00,-,41.,BME-003,Manufacturing Technology,4 650.00.00,,-
16.,ET-302 (B) Technical Writing,,1,200.00,-,42.,BME-005,Computer Integrated,,,
,,,,,,,,Manufacturing,4,600.00,-
17.,ET-501 (B) Foundation Engineering,,2,475.00,-,,,,,,
,,,,,,12,,,,,

Contd. from pre page,,,,,,,,,,,
Sl.,Course,Course Title,No. of,Pricing,,Sl.,Course,Course Title,No. of,Pricing,
No.,Code,,Blocks,in Rs.,,No.,Code,,Blocks,in Rs.,
,,,,English,Hindi,,,,,English,Hindi
43.,BME-004,CNC Technology &,,,,69.,BMEL-003 Laboratory-III: Computer,,,,
,,Programming,2,400.00,-,,,Programming CAD/CAM,,,
,,,,,,,,Laboratories,3,375.00,
44.,BME-006,Mechatronics,5,750.00,-,,,,,,
,,,,,,70.,BMEL-004 Laboratory-IV,,1,175.00,-
45.,BME-007,Quality Engineering,4,700.00,-,,,,,,
,,,,,,71.,BMEP-001 Project,,1,75.00,-
46.,BME-008,Machinary Technology,4,650.00,-,,,,,,
,,,,,,72.,BEE-001,Power Distribution Sector,4,850.00,
47.,BME-009,Computer Programming,,,,,,,,,
,,andApplication,4,800.00,-,73.,BEE-002,Energy Management & IT,,,
,,,,,,,,Applications,4,1000.00,
48.,BME-010,Tool Engineering and,,,,,,,,,
,,Management,4,550.00,,74.,BEE-003,Management of Power,,1150.00,
,,,,,,,,Distribution,5,,
49.,BME-011,Computer Aided Process,,,,,,,,,
,,Planning,4,725.00,,75.,OET-001,World of Clay,6,,
,,,,,,,,ekVh dgs dEgkj ls,,,
50.,BME-012,Manufacturing Systems,,600.00,,,,,,,
,,Integration and Control,4,,,76.,OETL-002 Static Clay Forms,,2,,
51.,BME-013,Production Management,4,425.00,,77.,OETL-003 Dynamic Clay Forms,,2,,
52.,BME-014,Metrology andInstrumentation 2,,325.00,,78.,OETL-004 Understanding Design and,,,,
,,,,,,,,Marketing,3,175.00,
53.,BME-015,Engineering Mathematics-II,4,1225.00,,,,,,,
,,,,,,79.,BCE-024,Construction Technology-I,1,350.00,
54.,BME-016,Engineering Mechanics,3,825.00,,,,,,,
,,,,,,80.,BCE-045,Construction Drawing,1,250.00,
55.,BME-017,Strength of Materials,3,925.00,,,,,,,
,,,,,,81.,BCE-052,Transportation Engineering,1,325.00,
56.,BME-018,Engineering Materials,2,525.00,,,,,,,
,,,,,,82.,BCE-043,Construction Technology-II,1,300.00,-
57.,BME-019,Engineering Thermodynamics3,,550.00,-,,,,,,
,,,,,,83.,BCE-033,Environmental Engineering,1,425.00,-
58.,BME-020,Kinematics and Dynamics of,,,,,,,,,
,,Mechanisms,5,1000.00,-,84.,BCE-032,Theory of Structures-I,1,475.00,-
59.,BME-021,Principles of Electrical and,,,,85.,BCE-046,Soil Mechanics and,,,
,,Electronics Sciences,2,600.00,-,,,Foundation Engineering,1,375.00,-
60.,BME-022,Soft Computing in CIM,4,600.00,-,86.,BCE-031,Advanced Survey,1,275.00,-
,,,,,,87.,BET-037,Fluid Mechanics,1,375.00,-
61.,BME-024,Mechnical EngineeringDesign 4,,1175.00,-,,,,,,
,,,,,,88.,BET-036,Technical Documentation,1,400.00,-
62.,BME-025,Condition Monitoring and,,,,,,,,,
,,Maintenance Engineering,3,650.00,-,89.,BET-011,Mathematics-I,1,400.00,-
63.,BME-028,,4,725.00,,90.,BET-012,Physics,1,375.00,-
64.,BME-029,Robotics,3,450.00,-,91.,BET-014,Applied Mechanics,1,400.00,-
65.,BME-027,Heat and Man Transfer,6,1050.00,-,92.,BET-015,Engineering Materials,1,275.00,-
,,,,,,93.,BET-021,Mathematics-II,1,425.00,-
66.,BME-035,Industrial Engineering and,,,,,,,,,
,,Operations Research,6,1200.00,-,94.,BET-022,Strength of Materials,1,450.00,-
67.,BMEL-001 Laboratory I: CAD/CAM,,,,,95.,BET-023,Elements of Survey,1,300.00,-
,,Laboratory,2,425.00,-,96.,BET-016,Engineering Drawing,1,325.00,-
68.,BMEL-002 Laboratory II: Mechatronics,,1,100.00,-,97.,BET-026,Workship Technology,1,325.00,-
,,,,,,13,,,,,

Contd. from pre page,,,,,,,,,,,
Sl.,Course,Course Title,No. of,Pricing,,Sl.,Course,Course Title,No. of,Pricing,
No.,Code,,Blocks,in Rs.,,No.,Code,,Blocks,in Rs.,
,,,,English,Hindi,,,,,English,Hindi
98.,BET-024,E/M Engineering,1,475.00,-,124. OETL-023 Practical in Shoe Upper,,,,,
,,,,,,,,Stitching,1,-,
99.,BET-017,Computer Basics,1,450.00,-,,,,,,
,,,,,,125. OET-011,,vij dfVx ds eyk/kkj,3,-,
100. BET-052,,Construction Equipment,1,,-,,,,,,
,,,,,,126. OET-012,,Lkkexh dhykxr vkSj dfVx 2,,-,250.00
101. BET-013,,Chemistry,1,825.00,-,,,,,,
,,,,,,127. OET-013,,vij dfVx ea,1,,
102. BCE-034,,ESQ-1,1,,-,,,O;kogkfjd dk;Z,,,
103. BCE-024,,Construction Technology,1,350.00,-,128. OET-021,,vij flykbZ dk eyHkr,,,
104. BCE-031,,Advanced Survey,1,,-,,,vk/kkj,3,,
105. BCE-032,,,1,475.00,,129. OET-022,,vij oukuk vkj ;ktuk,2,,
106. BCE-041,,Theory of Structures-II,1,,-,130. OETL-023 trs ds vij flykbZ,,,,,
,,,,,,,,dk iz;kx,1,,
107. BCE-46/E,,,1,375.00,,,,,,,
,,,,,,131. BETL-022,,Lab-IV (Workshop,,,
108. BCE-044,,Concrete Technology,1,,-,,,Technology),1,,
109. NET-001,,CMSR LVkVj fdV,1,175.00,200.00,132. BCEE-052 Construction Equipment,,,1,325.00,
110. NET-002,,Motorcycle Service &,1,150.00,175.00,133. BCE-061,,Irrigation Engineering,1,,
,,Maintenance,,,,,,,,,
,,"ekVj lfoflx ,oa vuj{k.k",,,,134. BCEE-061 Pre-Stressed Concrete,,,1,,
111. NET-003,,Motorcycle Repair and,1,150.00,125.00,135. BNA-011,,Applied Mathematics,3,,
,,Trouble Shooting,,,,136. BNA-012,,Applied Science,1,,
,,"ekVj lkbZfdy ejEer ,oa",,,,,,,,,
,,xjcfM;ka dks nj djuk,,,,137. BNA-013,,Applied Electricity and,2,,
,,,,,,,,Electronics,,,
112. BME-023,,Advanced Manufacturing,4,550.00,,,,,,,
,,Technology,,,,138. BNA-014,,Navigation-I: Terrestrial &,3,,
,,,,,,,,Celestial,,,
113. BME-030,,Elective Course: Safety,4,700.00,,,,,,,
,,Engineering,,,,139. BNA-015,,Navigation-II: Bridge,,,
,,,,,,,,"Equipment, Watch Keeping,",,,
114. BME-031,,Energy Conversion,4,700.00,,,,,,,
,,,,,,,,Meteorology &,,,
115. BMEL-005 Mechanical Engineering,,,3,-,,,,Oceanography,2,,
,,Lab Practices,,,,,,,,,
,,,,,,140. BNA-016,,"Cargo Handling, Stowage",,,
116. BME-050,,Engineering Materials,1,-,,,,and Seamanship-I,1,150.00,-
117. BET-22,,,,375.00,,141. BNA-017,,English & Human Factors,1,150.00,-
118. BET-036,,Technical Documentation,1,-,,142. BNA-017,,English & Human Factors,1,150.00,-
119. OET-011,,Basics of Shoe Upper Cutting 3,,-,,143. BNAL-011,,Applied Sciences Laboratory 1,,,-
120. OET-012,,Material Costing and Cutting,2,-,,144. BNAL-012,,Computer Laboratory,1,,-
121. OETL-013 Practical in Shoe Upper,,,,,,145. BNA-031,,Ship Safety & Security,2,,-
,,Cutting 1,,-,,146. BNA-041,,NavigationalAids and,3,,-
,,,,,,,Environmental Protection,,,,
122. OET-021,,Basics of Upper Stitching,3,-,,,,,,,
,,,,,,147. BNA-051,,Ship Manoeuvring &,,,
